rcept_no,stock_code,t,tag,rcept_dt,e,u,null_code,dup,in_window,R1,R1a,R1b,joined,episode_first,R1_episode_first,R2,mcap_q,mgmt_dispute
20240313000001,101000,1,유상증자,2024-03-13,2024-03-13,2024-03-14,False,False,False,False,False,False,False,False,False,False,0,False
20240313000002,101000,1,유상증자,2024-03-13,2024-03-13,2024-03-14,False,True,False,False,False,False,False,False,False,False,0,False
20240312001051,142760,1,유상증자,2024-03-13,2024-03-13,2024-03-14,False,False,False,False,False,False,False,False,False,False,0,False
20240314000805,,1,유상증자,2024-03-14,2024-03-14,2024-03-15,True,False,False,False,False,False,False,False,False,False,0,False
20240313001773,041590,1,유상증자,2024-03-14,2024-03-14,2024-03-15,False,False,False,False,False,False,False,False,False,False,0,False
20240313001779,041590,1,유상증자,2024-03-14,2024-03-14,2024-03-15,False,True,False,False,False,False,False,False,False,False,0,False
20240314001543,043100,1,유상증자,2024-03-14,2024-03-14,2024-03-15,False,False,False,False,False,False,False,False,False,False,0,False
20240315000852,060230,1,유상증자,2024-03-15,2024-03-15,2024-03-18,False,False,False,False,False,False,False,False,False,False,0,False
20240315000881,288490,1,유상증자,2024-03-15,2024-03-15,2024-03-18,False,False,False,False,False,False,False,False,False,False,0,False
20240318000410,,1,유상증자,2024-03-18,2024-03-18,2024-03-19,True,False,False,False,False,False,False,False,False,False,0,False
20240318000611,222110,1,유상증자,2024-03-18,2024-03-18,2024-03-19,False,False,False,False,False,False,False,False,False,False,0,False
20240319000586,005960,1,유상증자,2024-03-19,2024-03-19,2024-03-20,False,False,False,False,False,False,False,False,False,False,0,False
20240319000372,067390,1,유상증자,2024-03-19,2024-03-19,2024-03-20,False,False,False,False,False,False,False,False,False,False,0,False
20240319000842,142760,1,유상증자,2024-03-19,2024-03-19,2024-03-20,False,False,False,False,False,False,False,False,False,False,0,False
20240319000004,276730,1,유상증자,2024-03-19,2024-03-19,2024-03-20,False,False,False,False,False,False,False,False,False,False,0,False
20240320000093,,1,유상증자,2024-03-20,2024-03-20,2024-03-21,True,False,True,False,False,False,False,False,False,False,0,False
20240320000704,,1,유상증자,2024-03-20,2024-03-20,2024-03-21,True,False,True,False,False,False,False,False,False,False,0,False
20240320000714,,1,유상증자,2024-03-20,2024-03-20,2024-03-21,True,False,True,False,False,False,False,False,False,False,0,False
20240320001339,,1,유상증자,2024-03-20,2024-03-20,2024-03-21,True,False,True,False,False,False,False,False,False,False,0,False
20240320001353,,1,유상증자,2024-03-20,2024-03-20,2024-03-21,True,False,True,False,False,False,False,False,False,False,0,False
20240320001728,223310,1,유상증자,2024-03-20,2024-03-20,2024-03-21,False,False,True,False,False,False,True,True,False,False,1,False
20240321000066,,1,유상증자,2024-03-21,2024-03-21,2024-03-22,True,False,True,False,False,False,False,False,False,False,0,False
20240321001269,,1,유상증자,2024-03-21,2024-03-21,2024-03-22,True,False,True,False,False,False,False,False,False,False,0,False
20240321001698,003540,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,False,True,False,False,False,True,True,False,False,5,False
20240321001710,003540,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,True,True,False,False,False,False,False,False,False,0,False
20240321001718,003540,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,True,True,False,False,False,False,False,False,False,0,False
20240321001291,011000,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,False,True,False,False,False,True,True,False,False,4,False
20240321001329,067630,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,False,True,False,False,False,True,True,False,False,5,False
20240321001423,448900,1,유상증자,2024-03-21,2024-03-21,2024-03-22,False,False,True,False,False,False,True,True,False,False,2,False
20240322000937,006740,1,유상증자,2024-03-22,2024-03-22,2024-03-25,False,False,True,False,False,False,True,True,False,False,3,False
20240322000353,115450,1,유상증자,2024-03-22,2024-03-22,2024-03-25,False,False,True,False,False,False,True,True,False,False,5,False
20240322000735,215600,1,유상증자,2024-03-22,2024-03-22,2024-03-25,False,False,True,False,False,False,True,True,False,False,5,False
20240322001065,263540,1,유상증자,2024-03-22,2024-03-22,2024-03-25,False,False,True,True,True,False,False,False,True,False,0,False
20240325000259,,1,유상증자,2024-03-25,2024-03-25,2024-03-26,True,False,True,False,False,False,False,False,False,False,0,False
20240325000273,,1,유상증자,2024-03-25,2024-03-25,2024-03-26,True,False,True,False,False,False,False,False,False,False,0,False
20240325000357,,1,유상증자,2024-03-25,2024-03-25,2024-03-26,True,False,True,False,False,False,False,False,False,False,0,False
20240325000637,,1,유상증자,2024-03-25,2024-03-25,2024-03-26,True,False,True,False,False,False,False,False,False,False,0,False
20240325000579,443060,1,유상증자,2024-03-25,2024-03-25,2024-03-26,False,False,True,True,False,True,False,False,True,False,0,False
20240326000522,,1,유상증자,2024-03-26,2024-03-26,2024-03-27,True,False,True,False,False,False,False,False,False,False,0,False
20240326000580,,1,유상증자,2024-03-26,2024-03-26,2024-03-27,True,False,True,False,False,False,False,False,False,False,0,False
20240325000953,215090,1,유상증자,2024-03-26,2024-03-26,2024-03-27,False,False,True,False,False,False,True,True,False,False,3,False
20240325000956,215090,1,유상증자,2024-03-26,2024-03-26,2024-03-27,False,True,True,False,False,False,False,False,False,False,0,False
20240325000962,327610,1,유상증자,2024-03-26,2024-03-26,2024-03-27,False,False,True,True,True,False,False,False,True,False,0,False
20240327001083,288490,1,유상증자,2024-03-27,2024-03-27,2024-03-28,False,False,True,True,True,False,False,False,True,False,0,False
20240328001664,196300,1,유상증자,2024-03-28,2024-03-28,2024-03-29,False,False,True,False,False,False,True,True,False,False,3,False
20240328000736,900250,1,유상증자,2024-03-28,2024-03-28,2024-03-29,False,False,True,False,False,False,True,True,False,True,0,False
20240329001783,,1,유상증자,2024-03-29,2024-03-29,2024-04-01,True,False,True,False,False,False,False,False,False,False,0,False
20240329001878,,1,유상증자,2024-03-29,2024-03-29,2024-04-01,True,False,True,False,False,False,False,False,False,False,0,False
20240329002716,,1,유상증자,2024-03-29,2024-03-29,2024-04-01,True,False,True,False,False,False,False,False,False,False,0,False
20240329003246,,1,유상증자,2024-03-29,2024-03-29,2024-04-01,True,False,True,False,False,False,False,False,False,False,0,False
20240329002550,001140,1,유상증자,2024-03-29,2024-03-29,2024-04-01,False,False,True,True,True,False,False,False,True,False,0,False
20240328001867,006380,1,유상증자,2024-03-29,2024-03-29,2024-04-01,False,False,True,False,False,False,True,True,False,False,5,False
20240329003485,060240,1,유상증자,2024-03-29,2024-03-29,2024-04-01,False,False,True,False,False,False,True,True,False,False,3,False
20240329003541,060240,1,유상증자,2024-03-29,2024-03-29,2024-04-01,False,True,True,False,False,False,False,False,False,False,0,False
20240329000001,230980,1,유상증자,2024-03-29,2024-03-29,2024-04-01,False,False,True,False,False,False,True,True,False,False,1,False
20240401000393,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401000584,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401002233,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401003086,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401003930,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401004068,,1,유상증자,2024-04-01,2024-04-01,2024-04-02,True,False,True,False,False,False,False,False,False,False,0,False
20240401003447,009620,1,유상증자,2024-04-01,2024-04-01,2024-04-02,False,False,True,False,False,False,True,True,False,False,2,False
20240401000004,053800,1,유상증자,2024-04-01,2024-04-01,2024-04-02,False,False,True,False,False,False,True,True,False,False,5,False
20240402001765,,1,유상증자,2024-04-02,2024-04-02,2024-04-03,True,False,True,False,False,False,False,False,False,False,0,False
20240402002823,,1,유상증자,2024-04-02,2024-04-02,2024-04-03,True,False,True,False,False,False,False,False,False,False,0,False
20240403002549,,1,유상증자,2024-04-03,2024-04-03,2024-04-04,True,False,True,False,False,False,False,False,False,False,0,False
20240403002869,001470,1,유상증자,2024-04-03,2024-04-03,2024-04-04,False,False,True,False,False,False,True,True,False,False,4,False
20240404002247,,1,유상증자,2024-04-04,2024-04-04,2024-04-05,True,False,True,False,False,False,False,False,False,False,0,False
20240404003027,,1,유상증자,2024-04-04,2024-04-04,2024-04-05,True,False,True,False,False,False,False,False,False,False,0,False
20240404002689,071850,1,유상증자,2024-04-04,2024-04-04,2024-04-05,False,False,True,False,False,False,True,True,False,False,1,False
20240405000937,,1,유상증자,2024-04-05,2024-04-05,2024-04-08,True,False,True,False,False,False,False,False,False,False,0,False
20240405002187,,1,유상증자,2024-04-05,2024-04-05,2024-04-08,True,False,True,False,False,False,False,False,False,False,0,False
20240405002621,,1,유상증자,2024-04-05,2024-04-05,2024-04-08,True,False,True,False,False,False,False,False,False,False,0,False
20240405002634,,1,유상증자,2024-04-05,2024-04-05,2024-04-08,True,False,True,False,False,False,False,False,False,False,0,False
20240405002839,033230,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,False,True,False,False,False,True,True,False,False,3,False
20240405003388,114120,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,False,True,True,True,False,False,False,True,False,0,False
20240405003468,114120,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,True,True,False,False,False,False,False,False,False,0,False
20240405003523,114120,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,True,True,False,False,False,False,False,False,False,0,False
20240405002812,198940,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,False,True,False,False,False,True,True,False,False,2,False
20240405002993,255220,1,유상증자,2024-04-05,2024-04-05,2024-04-08,False,False,True,False,False,False,True,True,False,False,4,False
20240408003664,376900,1,유상증자,2024-04-08,2024-04-08,2024-04-09,False,False,True,True,False,True,False,False,True,False,0,False
20240411001355,,1,유상증자,2024-04-11,2024-04-11,2024-04-12,True,False,True,False,False,False,False,False,False,False,0,False
20240411001404,,1,유상증자,2024-04-11,2024-04-11,2024-04-12,True,False,True,False,False,False,False,False,False,False,0,False
20240411003936,060310,1,유상증자,2024-04-11,2024-04-11,2024-04-12,False,False,True,False,False,False,True,True,False,False,3,False
20240412003516,378800,1,유상증자,2024-04-12,2024-04-12,2024-04-15,False,False,True,False,False,False,True,True,False,False,3,False
20240415000919,,1,유상증자,2024-04-15,2024-04-15,2024-04-16,True,False,True,False,False,False,False,False,False,False,0,False
20240415000655,046120,1,유상증자,2024-04-15,2024-04-15,2024-04-16,False,False,True,False,False,False,True,True,False,False,2,False
20240415000002,058450,1,유상증자,2024-04-15,2024-04-15,2024-04-16,False,False,True,False,False,False,True,True,False,False,3,False
20240415000006,058450,1,유상증자,2024-04-15,2024-04-15,2024-04-16,False,True,True,False,False,False,False,False,False,False,0,False
20240415000005,115180,1,유상증자,2024-04-15,2024-04-15,2024-04-16,False,False,True,False,False,False,True,True,False,False,3,False
20240416000208,,1,유상증자,2024-04-16,2024-04-16,2024-04-17,True,False,True,False,False,False,False,False,False,False,0,False
20240416000263,,1,유상증자,2024-04-16,2024-04-16,2024-04-17,True,False,True,False,False,False,False,False,False,False,0,False
20240416000291,,1,유상증자,2024-04-16,2024-04-16,2024-04-17,True,False,True,False,False,False,False,False,False,False,0,False
20240416000171,257370,1,유상증자,2024-04-16,2024-04-16,2024-04-17,False,False,True,False,False,False,True,True,False,False,3,False
20240417000517,,1,유상증자,2024-04-17,2024-04-17,2024-04-18,True,False,True,False,False,False,False,False,False,False,0,False
20240417000525,,1,유상증자,2024-04-17,2024-04-17,2024-04-18,True,False,True,False,False,False,False,False,False,False,0,False
20240417000471,057680,1,유상증자,2024-04-17,2024-04-17,2024-04-18,False,False,True,False,False,False,True,True,False,False,2,False
20240417000182,104040,1,유상증자,2024-04-17,2024-04-17,2024-04-18,False,False,True,False,False,False,True,True,False,False,3,False
20240417000203,347700,1,유상증자,2024-04-17,2024-04-17,2024-04-18,False,False,True,False,False,False,True,True,False,False,2,False
20240418000193,,1,유상증자,2024-04-18,2024-04-18,2024-04-19,True,False,True,False,False,False,False,False,False,False,0,False
20240418000197,,1,유상증자,2024-04-18,2024-04-18,2024-04-19,True,False,True,False,False,False,False,False,False,False,0,False
20240419000696,009730,1,유상증자,2024-04-19,2024-04-19,2024-04-22,False,False,True,False,False,False,True,True,False,False,3,False
20240419000478,107640,1,유상증자,2024-04-19,2024-04-19,2024-04-22,False,False,True,False,False,False,True,True,False,False,4,False
20240423000500,,1,유상증자,2024-04-23,2024-04-23,2024-04-24,True,False,True,False,False,False,False,False,False,False,0,False
20240423000576,,1,유상증자,2024-04-23,2024-04-23,2024-04-24,True,False,True,False,False,False,False,False,False,False,0,False
20240423000557,092870,1,유상증자,2024-04-23,2024-04-23,2024-04-24,False,False,True,False,False,False,True,True,False,False,4,False
20240424000389,288330,1,유상증자,2024-04-24,2024-04-24,2024-04-25,False,False,True,False,False,False,True,True,False,False,4,False
20240424000001,373200,1,유상증자,2024-04-24,2024-04-24,2024-04-25,False,False,True,False,False,False,True,True,False,False,3,False
20240425000285,,1,유상증자,2024-04-25,2024-04-25,2024-04-26,True,False,True,False,False,False,False,False,False,False,0,False
20240426000275,,1,유상증자,2024-04-26,2024-04-26,2024-04-29,True,False,True,False,False,False,False,False,False,False,0,False
20240426000548,,1,유상증자,2024-04-26,2024-04-26,2024-04-29,True,False,True,False,False,False,False,False,False,False,0,False
20240426000879,,1,유상증자,2024-04-26,2024-04-26,2024-04-29,True,False,True,False,False,False,False,False,False,False,0,False
20240426000846,003580,1,유상증자,2024-04-26,2024-04-26,2024-04-29,False,False,True,False,False,False,True,True,False,False,4,False
20240426000196,057880,1,유상증자,2024-04-26,2024-04-26,2024-04-29,False,False,True,True,True,False,False,False,True,False,0,False
20240429000280,,1,유상증자,2024-04-29,2024-04-29,2024-04-30,True,False,True,False,False,False,False,False,False,False,0,False
20240429000344,,1,유상증자,2024-04-29,2024-04-29,2024-04-30,True,False,True,False,False,False,False,False,False,False,0,False
20240429000969,033790,1,유상증자,2024-04-29,2024-04-29,2024-04-30,False,False,True,False,False,False,True,True,False,False,2,False
20240430001243,,1,유상증자,2024-04-30,2024-04-30,2024-05-02,True,False,True,False,False,False,False,False,False,False,0,False
20240430001176,031860,1,유상증자,2024-04-30,2024-04-30,2024-05-02,False,False,True,False,False,False,True,True,False,False,1,False
20240430001198,031860,1,유상증자,2024-04-30,2024-04-30,2024-05-02,False,True,True,False,False,False,False,False,False,False,0,False
20240430000763,088290,1,유상증자,2024-04-30,2024-04-30,2024-05-02,False,False,True,False,False,False,True,True,False,False,1,False
20240430001082,101360,1,유상증자,2024-04-30,2024-04-30,2024-05-02,False,False,True,False,False,False,True,True,False,False,5,False
20240430001235,111870,1,유상증자,2024-04-30,2024-04-30,2024-05-02,False,False,True,True,True,False,False,False,True,False,0,False
20240502000259,,1,유상증자,2024-05-02,2024-05-02,2024-05-03,True,False,True,False,False,False,False,False,False,False,0,False
20240502000340,013720,1,유상증자,2024-05-02,2024-05-02,2024-05-03,False,False,True,False,False,False,True,True,False,False,2,False
20240502000001,082660,1,유상증자,2024-05-02,2024-05-02,2024-05-03,False,False,True,False,False,False,True,True,False,False,1,False
20240502000379,376900,1,유상증자,2024-05-02,2024-05-02,2024-05-03,False,False,True,True,False,True,False,False,True,False,0,False
20240503000031,,1,유상증자,2024-05-03,2024-05-03,2024-05-07,True,False,True,False,False,False,False,False,False,False,0,False
20240503000366,,1,유상증자,2024-05-03,2024-05-03,2024-05-07,True,False,True,False,False,False,False,False,False,False,0,False
20240503000621,,1,유상증자,2024-05-03,2024-05-03,2024-05-07,True,False,True,False,False,False,False,False,False,False,0,False
20240503000795,018880,1,유상증자,2024-05-03,2024-05-03,2024-05-07,False,False,True,False,False,False,True,True,False,False,5,False
20240503000637,033540,1,유상증자,2024-05-03,2024-05-03,2024-05-07,False,False,True,False,False,False,True,True,False,False,3,False
20240503000418,079970,1,유상증자,2024-05-03,2024-05-03,2024-05-07,False,False,True,False,False,False,True,True,False,False,1,False
20240503000416,462350,1,유상증자,2024-05-03,2024-05-03,2024-05-07,False,False,True,True,False,True,False,False,True,False,0,False
20240507000420,,1,유상증자,2024-05-07,2024-05-07,2024-05-08,True,False,True,False,False,False,False,False,False,False,0,False
20240507000519,,1,유상증자,2024-05-07,2024-05-07,2024-05-08,True,False,True,False,False,False,False,False,False,False,0,False
20240507000565,225220,1,유상증자,2024-05-07,2024-05-07,2024-05-08,False,False,True,False,False,False,True,True,False,False,2,False
20240507000631,227100,1,유상증자,2024-05-07,2024-05-07,2024-05-08,False,False,True,False,False,False,True,True,False,False,1,False
20240507000524,432720,1,유상증자,2024-05-07,2024-05-07,2024-05-08,False,False,True,False,False,False,True,True,False,False,4,False
20240508000482,,1,유상증자,2024-05-08,2024-05-08,2024-05-09,True,False,True,False,False,False,False,False,False,False,0,False
20240508000123,012580,1,유상증자,2024-05-08,2024-05-08,2024-05-09,False,False,True,True,True,False,False,False,True,False,0,False
20240508000394,085660,1,유상증자,2024-05-08,2024-05-08,2024-05-09,False,False,True,False,False,False,True,True,False,False,5,False
20240508000149,355150,1,유상증자,2024-05-08,2024-05-08,2024-05-09,False,False,True,False,False,False,True,True,False,False,2,False
20240509000361,,1,유상증자,2024-05-09,2024-05-09,2024-05-10,True,False,True,False,False,False,False,False,False,False,0,False
20240509000528,038340,1,유상증자,2024-05-09,2024-05-09,2024-05-10,False,False,True,True,True,False,False,False,True,False,0,False
20240509000594,212310,1,유상증자,2024-05-09,2024-05-09,2024-05-10,False,False,True,True,True,False,False,False,True,False,0,False
20240509000236,403360,1,유상증자,2024-05-09,2024-05-09,2024-05-10,False,False,True,True,True,False,False,False,True,False,0,False
20240510000002,311960,1,유상증자,2024-05-10,2024-05-10,2024-05-13,False,False,True,True,True,False,False,False,True,False,0,False
20240513000636,,1,유상증자,2024-05-13,2024-05-13,2024-05-14,True,False,True,False,False,False,False,False,False,False,0,False
20240513000751,039860,1,유상증자,2024-05-13,2024-05-13,2024-05-14,False,False,True,False,False,False,True,True,False,False,3,False
20240516001247,,1,유상증자,2024-05-16,2024-05-16,2024-05-17,True,False,True,False,False,False,False,False,False,False,0,False
20240516001774,,1,유상증자,2024-05-16,2024-05-16,2024-05-17,True,False,True,False,False,False,False,False,False,False,0,False
20240516002131,089230,1,유상증자,2024-05-16,2024-05-16,2024-05-17,False,False,True,False,False,False,True,True,False,False,2,False
20240517000362,067310,1,유상증자,2024-05-17,2024-05-17,2024-05-20,False,False,True,False,False,False,True,True,False,False,5,False
20240517000412,226590,1,유상증자,2024-05-17,2024-05-17,2024-05-20,False,False,True,True,False,True,False,False,True,False,0,False
20240517000407,352770,1,유상증자,2024-05-17,2024-05-17,2024-05-20,False,False,True,False,False,False,True,True,False,False,1,False
20240517000003,373200,1,유상증자,2024-05-17,2024-05-17,2024-05-20,False,False,True,False,False,False,True,True,False,False,4,False
20240520000158,179900,1,유상증자,2024-05-20,2024-05-20,2024-05-21,False,False,True,False,False,False,True,True,False,False,5,False
20240521000244,069920,1,유상증자,2024-05-21,2024-05-21,2024-05-22,False,False,True,False,False,False,True,True,False,False,2,False
20240521000279,238500,1,유상증자,2024-05-21,2024-05-21,2024-05-22,False,False,True,True,True,False,False,False,True,False,0,False
20240522000203,,1,유상증자,2024-05-22,2024-05-22,2024-05-23,True,False,True,False,False,False,False,False,False,False,0,False
20240522000515,046070,1,유상증자,2024-05-22,2024-05-22,2024-05-23,False,False,True,False,False,False,True,True,False,False,3,False
20240523000410,,1,유상증자,2024-05-23,2024-05-23,2024-05-24,True,False,True,False,False,False,False,False,False,False,0,False
20240523000495,950160,1,유상증자,2024-05-23,2024-05-23,2024-05-24,False,False,True,False,False,False,True,True,False,True,0,False
20240524000258,,1,유상증자,2024-05-24,2024-05-24,2024-05-27,True,False,True,False,False,False,False,False,False,False,0,False
20240524000260,,1,유상증자,2024-05-24,2024-05-24,2024-05-27,True,False,True,False,False,False,False,False,False,False,0,False
20240524000375,023440,1,유상증자,2024-05-24,2024-05-24,2024-05-27,False,False,True,False,False,False,True,True,False,False,3,False
20240524000106,060370,1,유상증자,2024-05-24,2024-05-24,2024-05-27,False,False,True,False,False,False,True,True,False,False,5,False
20240524000510,299660,1,유상증자,2024-05-24,2024-05-24,2024-05-27,False,False,True,False,False,False,True,True,False,False,2,False
20240524000420,900270,1,유상증자,2024-05-24,2024-05-24,2024-05-27,False,False,True,False,False,False,True,True,False,True,0,False
20240527000111,,1,유상증자,2024-05-27,2024-05-27,2024-05-28,True,False,True,False,False,False,False,False,False,False,0,False
20240527000143,,1,유상증자,2024-05-27,2024-05-27,2024-05-28,True,False,True,False,False,False,False,False,False,False,0,False
20240527000306,286000,1,유상증자,2024-05-27,2024-05-27,2024-05-28,False,False,True,True,True,False,False,False,True,False,0,False
20240528000007,,1,유상증자,2024-05-28,2024-05-28,2024-05-29,True,False,True,False,False,False,False,False,False,False,0,False
20240528000120,,1,유상증자,2024-05-28,2024-05-28,2024-05-29,True,False,True,False,False,False,False,False,False,False,0,False
20240528000124,,1,유상증자,2024-05-28,2024-05-28,2024-05-29,True,False,True,False,False,False,False,False,False,False,0,False
20240528000272,,1,유상증자,2024-05-28,2024-05-28,2024-05-29,True,False,True,False,False,False,False,False,False,False,0,False
20240528000356,307870,1,유상증자,2024-05-28,2024-05-28,2024-05-29,False,False,True,False,False,False,True,True,False,False,2,False
20240528000001,388720,1,유상증자,2024-05-28,2024-05-28,2024-05-29,False,False,True,False,False,False,True,True,False,False,4,False
20240529000257,,1,유상증자,2024-05-29,2024-05-29,2024-05-30,True,False,True,False,False,False,False,False,False,False,0,False
20240529000429,,1,유상증자,2024-05-29,2024-05-29,2024-05-30,True,False,True,False,False,False,False,False,False,False,0,False
20240529000537,043910,1,유상증자,2024-05-29,2024-05-29,2024-05-30,False,False,True,False,False,False,True,True,False,False,3,False
20240529000328,180400,1,유상증자,2024-05-29,2024-05-29,2024-05-30,False,False,True,False,False,False,True,True,False,False,4,False
20240529000432,286000,1,유상증자,2024-05-29,2024-05-29,2024-05-30,False,False,True,True,True,False,False,False,False,False,0,False
20240530001327,,1,유상증자,2024-05-30,2024-05-30,2024-05-31,True,False,True,False,False,False,False,False,False,False,0,False
20240531000611,,1,유상증자,2024-05-31,2024-05-31,2024-06-03,True,False,True,False,False,False,False,False,False,False,0,False
20240531002861,,1,유상증자,2024-05-31,2024-05-31,2024-06-03,True,False,True,False,False,False,False,False,False,False,0,False
20240531002964,,1,유상증자,2024-05-31,2024-05-31,2024-06-03,True,False,True,False,False,False,False,False,False,False,0,False
20240531002281,284620,1,유상증자,2024-05-31,2024-05-31,2024-06-03,False,False,True,False,False,False,True,True,False,False,3,False
20240531002788,286000,1,유상증자,2024-05-31,2024-05-31,2024-06-03,False,False,True,True,True,False,False,False,False,False,0,False
20240603000302,016670,1,유상증자,2024-06-03,2024-06-03,2024-06-04,False,False,True,False,False,False,True,True,False,False,2,False
20240603000283,078860,1,유상증자,2024-06-03,2024-06-03,2024-06-04,False,False,True,False,False,False,True,True,False,False,1,False
20240603000214,270210,1,유상증자,2024-06-03,2024-06-03,2024-06-04,False,False,True,True,True,False,False,False,True,False,0,False
20240603000005,354200,1,유상증자,2024-06-03,2024-06-03,2024-06-04,False,False,True,False,False,False,True,True,False,False,2,False
20240604000378,,1,유상증자,2024-06-04,2024-06-04,2024-06-05,True,False,True,False,False,False,False,False,False,False,0,False
20240607000252,,1,유상증자,2024-06-07,2024-06-07,2024-06-10,True,False,True,False,False,False,False,False,False,False,0,False
20240610000375,379390,1,유상증자,2024-06-10,2024-06-10,2024-06-11,False,False,True,True,True,False,False,False,True,False,0,False
20240610000391,900270,1,유상증자,2024-06-10,2024-06-10,2024-06-11,False,False,True,False,False,False,True,True,False,True,0,False
20240611000538,009410,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,False,False,False,True,True,False,False,5,False
20240611000530,009810,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,False,False,False,True,True,False,False,3,False
20240611000397,090710,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,False,False,False,True,True,False,False,4,False
20240611000566,096640,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,True,True,False,False,False,True,False,0,False
20240611000360,177350,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,False,False,False,True,True,False,False,1,False
20240611000534,311060,1,유상증자,2024-06-11,2024-06-11,2024-06-12,False,False,True,True,True,False,False,False,True,False,0,False
20240612000080,,1,유상증자,2024-06-12,2024-06-12,2024-06-13,True,False,True,False,False,False,False,False,False,False,0,False
20240612000306,035290,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,False,False,False,True,True,False,False,1,False
20240612000392,160600,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,True,True,False,False,False,True,False,0,False
20240612000385,162120,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,True,True,False,False,False,True,False,0,False
20240612000240,179720,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,True,True,False,False,False,True,False,0,False
20240612000410,208340,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,True,True,False,False,False,True,False,0,False
20240612000066,376900,1,유상증자,2024-06-12,2024-06-12,2024-06-13,False,False,True,True,False,True,False,False,True,False,0,False
20240613000182,,1,유상증자,2024-06-13,2024-06-13,2024-06-14,True,False,True,False,False,False,False,False,False,False,0,False
20240613000079,023790,1,유상증자,2024-06-13,2024-06-13,2024-06-14,False,False,True,False,False,False,True,True,False,False,1,False
20240613000246,062970,1,유상증자,2024-06-13,2024-06-13,2024-06-14,False,False,True,False,False,False,True,True,False,False,2,False
20240613000303,102940,1,유상증자,2024-06-13,2024-06-13,2024-06-14,False,False,True,False,False,False,True,True,False,False,4,False
20240613000171,126600,1,유상증자,2024-06-13,2024-06-13,2024-06-14,False,False,True,False,False,False,True,True,False,False,4,False
20240614000190,,1,유상증자,2024-06-14,2024-06-14,2024-06-17,True,False,True,False,False,False,False,False,False,False,0,False
20240614000410,042660,1,유상증자,2024-06-14,2024-06-14,2024-06-17,False,False,True,False,False,False,True,True,False,False,5,False
20240614000337,226590,1,유상증자,2024-06-14,2024-06-14,2024-06-17,False,False,True,True,False,True,False,False,True,False,0,False
20240614000562,270210,1,유상증자,2024-06-14,2024-06-14,2024-06-17,False,False,True,True,True,False,False,False,True,False,0,False
20240614000395,448900,1,유상증자,2024-06-14,2024-06-14,2024-06-17,False,False,True,False,False,False,True,True,False,False,3,False
20240617000112,,1,유상증자,2024-06-17,2024-06-17,2024-06-18,True,False,True,False,False,False,False,False,False,False,0,False
20240617000072,052770,1,유상증자,2024-06-17,2024-06-17,2024-06-18,False,False,True,False,False,False,True,True,False,False,2,False
20240617000221,208340,1,유상증자,2024-06-17,2024-06-17,2024-06-18,False,False,True,True,True,False,False,False,False,False,0,False
20240617000271,900300,1,유상증자,2024-06-17,2024-06-17,2024-06-18,False,False,True,False,False,False,True,True,False,True,0,False
20240618000090,,1,유상증자,2024-06-18,2024-06-18,2024-06-19,True,False,True,False,False,False,False,False,False,False,0,False
20240618000139,,1,유상증자,2024-06-18,2024-06-18,2024-06-19,True,False,True,False,False,False,False,False,False,False,0,False
20240618000001,064090,1,유상증자,2024-06-18,2024-06-18,2024-06-19,False,False,True,False,False,False,True,True,False,False,4,False
20240618000415,198440,1,유상증자,2024-06-18,2024-06-18,2024-06-19,False,False,True,False,False,False,True,True,False,False,3,False
20240620000319,,1,유상증자,2024-06-20,2024-06-20,2024-06-21,True,False,True,False,False,False,False,False,False,False,0,False
20240620000320,,1,유상증자,2024-06-20,2024-06-20,2024-06-21,True,False,True,False,False,False,False,False,False,False,0,False
