모아데이터	A	288980	모아데이타	high	agent1
SCI평가정보	B	036120	서울평가정보	high	agent1
동아화성	B	041930	SY동아	high	agent1
지엔원에너지	B	270520	앱튼	mid	agent1
LS전선아시아	B	229640	LS에코에너지	high	agent1
까뮤이엔씨	A	013700	까뮤이앤씨	high	agent1
디스플레이텍	B	066670	디티씨	high	agent1
신풍제지	B	002870	신풍	high	agent1
인터파크	B	035080	그래디언트	high	agent1
켐온	C	217600	코아스템켐온합병소멸	high	agent1
LS머티리얼즈	A	417200	LS머트리얼즈	high	agent1
골든센츄리	C	900280	상폐2025	high	agent1
다올인베스트먼트	C	298870	우리벤처파트너스비상장	high	agent1
덕양산업	B	024900	디와이덕양	high	agent1
레이크머티리얼	A	281740	레이크머티리얼즈	high	agent1
마인즈랩	B	377480	마음AI	high	agent1
보광산업	B	225530	HC보광산업	high	agent1
소룩스	B	290690	아리바이오홀딩스	high	agent1
에이텍티엔	B	224110	에이텍모빌리티	high	agent1
젬백스지오	B	041590	플래스크	mid	agent1
클리노믹스	B	352770	셀레스트라	high	agent1
한솔로지틱스	A	009180	한솔로지스틱스	high	agent1
CJ씨푸트	A	011150	CJ씨푸드	high	agent1
ITX엠투엠	B	099520	디지아이티엑스	high	agent1
KMH	B	122450	KX이노베이션	high	agent1
KT서브마린	B	060370	LS마린솔루션	high	agent1
MP한강	B	219550	디와이디	high	agent1
SM Life	A	063440	SMLifeDesign	mid	agent1
YG플러스	A	037270	YGPLUS	high	agent1
갤럭이사에스엠	A	011420	갤럭시아에스엠	high	agent1
까뮤이엔이씨	A	013700	까뮤이앤씨	high	agent1
넥스트BT	B	065170	비엘팜텍	high	agent1
뉴파워프리즈마	A	144960	뉴파워프라즈마	high	agent1
대보마그네틱스	A	290670	대보마그네틱	high	agent1
대아이티아이	A	045390	대아티아이	high	agent1
데일리블록체인	C	139050	합병소멸	mid	agent1
라이브파이낸셜	B	036170	에이치엠넥스	high	agent1
램테크놀로지	A	171010	램테크놀러지	high	agent1
레코켐바이오	A	141080	리가켐바이오사이언스	high	agent1
리더스 기술투자	B	019570	지엠아이벤처	high	agent1
맘스터치	C	220630	자진상폐2022	high	agent1
멕스트	A	377030	맥스트	high	agent1
바닥주	?			high	agent1
바이오로그디바이스	B	208710	포톤	high	agent1
비케이탑스	C	030790	상폐2024	high	agent1
삼기이브이	B	419050	삼기에너지솔루션즈	high	agent1
서플글로스벌	A	140070	서플러스글로벌	high	agent1
세틀뱅크	B	234340	헥토파이낸셜	high	agent1
소리바다	C	053110	상폐2022	high	agent1
씨엠에스에듀	C	225330	청담러닝피흡수합병	high	agent1
아직엑스텍	A	059120	아진엑스텍	high	agent1
애켱케미컬	A	161000	애경케미칼	high	agent1
에스와이패널	B	109610	에스와이	high	agent1
에이치엘비파워	B	043220	티에스넥스젠	high	agent1
에이프로젠 KIC	B	007460	에이프로젠	high	agent1
엔케이물산	B	009810	플레이그램	high	agent1
오스템임플란드	A	048260	오스템임플란트	high	agent1
와이아비오로직스	A	338840	와이바이오로직스	high	agent1
웰크로론한텍	A	076080	웰크론한텍	high	agent1
유비케어	B	032620	GC메디아이	high	agent1
이렌텍	?			low	agent1
이수페타시	A	007660	이수페타시스	high	agent1
자안	C	221610	자안바이오상폐	high	agent1
제넨바이오	C	072520	상폐2025	high	agent1
제주은헹	A	006220	제주은행	high	agent1
차백신연구소	B	261780	아리바이오랩	high	agent1
케이알피앤이	B	060900	에이전트AI	high	agent1
코어라인소스	A	384470	코어라인소프트	high	agent1
콤텍시스템	B	031820	아이티센씨티에스	high	agent1
태평양물산	B	007980	TP	high	agent1
퓨닛	?			low	agent1
플로리스AI	?			low	agent1
한국프랜지	B	010100	한국무브넥스	high	agent1
현대에너지솔루션	B	322000	HD현대에너지솔루션	high	agent1
화성산업	B	002460	HS화성	high	agent1
휘닉스소재	B	050090	비케이홀딩스	mid	agent1
