모아데이터	A	288980	모아데이타	high	agent1
SCI평가정보	B	036120	서울평가정보	high	agent1
동아화성	B	041930	SY동아	high	agent1
지엔원에너지	B	270520	앱튼	mid	agent1
LS전선아시아	B	229640	LS에코에너지	high	agent1
까뮤이엔씨	A	013700	까뮤이앤씨	high	agent1
디스플레이텍	B	066670	디티씨	high	agent1
신풍제지	B	002870	신풍	high	agent1
인터파크	B	035080	그래디언트	high	agent1
켐온	C	217600	코아스템켐온합병소멸	high	agent1
LS머티리얼즈	A	417200	LS머트리얼즈	high	agent1
골든센츄리	C	900280	상폐2025	high	agent1
다올인베스트먼트	C	298870	우리벤처파트너스비상장	high	agent1
덕양산업	B	024900	디와이덕양	high	agent1
레이크머티리얼	A	281740	레이크머티리얼즈	high	agent1
마인즈랩	B	377480	마음AI	high	agent1
보광산업	B	225530	HC보광산업	high	agent1
소룩스	B	290690	아리바이오홀딩스	high	agent1
에이텍티엔	B	224110	에이텍모빌리티	high	agent1
젬백스지오	B	041590	플래스크	mid	agent1
클리노믹스	B	352770	셀레스트라	high	agent1
한솔로지틱스	A	009180	한솔로지스틱스	high	agent1
CJ씨푸트	A	011150	CJ씨푸드	high	agent1
ITX엠투엠	B	099520	디지아이티엑스	high	agent1
KMH	B	122450	KX이노베이션	high	agent1
KT서브마린	B	060370	LS마린솔루션	high	agent1
MP한강	B	219550	디와이디	high	agent1
SM Life	A	063440	SMLifeDesign	mid	agent1
YG플러스	A	037270	YGPLUS	high	agent1
갤럭이사에스엠	A	011420	갤럭시아에스엠	high	agent1
까뮤이엔이씨	A	013700	까뮤이앤씨	high	agent1
넥스트BT	B	065170	비엘팜텍	high	agent1
뉴파워프리즈마	A	144960	뉴파워프라즈마	high	agent1
대보마그네틱스	A	290670	대보마그네틱	high	agent1
대아이티아이	A	045390	대아티아이	high	agent1
데일리블록체인	C	139050	합병소멸	mid	agent1
라이브파이낸셜	B	036170	에이치엠넥스	high	agent1
램테크놀로지	A	171010	램테크놀러지	high	agent1
레코켐바이오	A	141080	리가켐바이오사이언스	high	agent1
리더스 기술투자	B	019570	지엠아이벤처	high	agent1
맘스터치	C	220630	자진상폐2022	high	agent1
멕스트	A	377030	맥스트	high	agent1
바닥주	?			high	agent1
바이오로그디바이스	B	208710	포톤	high	agent1
비케이탑스	C	030790	상폐2024	high	agent1
삼기이브이	B	419050	삼기에너지솔루션즈	high	agent1
서플글로스벌	A	140070	서플러스글로벌	high	agent1
세틀뱅크	B	234340	헥토파이낸셜	high	agent1
소리바다	C	053110	상폐2022	high	agent1
씨엠에스에듀	C	225330	청담러닝피흡수합병	high	agent1
아직엑스텍	A	059120	아진엑스텍	high	agent1
애켱케미컬	A	161000	애경케미칼	high	agent1
에스와이패널	B	109610	에스와이	high	agent1
에이치엘비파워	B	043220	티에스넥스젠	high	agent1
에이프로젠 KIC	B	007460	에이프로젠	high	agent1
엔케이물산	B	009810	플레이그램	high	agent1
오스템임플란드	A	048260	오스템임플란트	high	agent1
와이아비오로직스	A	338840	와이바이오로직스	high	agent1
웰크로론한텍	A	076080	웰크론한텍	high	agent1
유비케어	B	032620	GC메디아이	high	agent1
이렌텍	?			low	agent1
이수페타시	A	007660	이수페타시스	high	agent1
자안	C	221610	자안바이오상폐	high	agent1
제넨바이오	C	072520	상폐2025	high	agent1
제주은헹	A	006220	제주은행	high	agent1
차백신연구소	B	261780	아리바이오랩	high	agent1
케이알피앤이	B	060900	에이전트AI	high	agent1
코어라인소스	A	384470	코어라인소프트	high	agent1
콤텍시스템	B	031820	아이티센씨티에스	high	agent1
태평양물산	B	007980	TP	high	agent1
퓨닛	?			low	agent1
플로리스AI	?			low	agent1
한국프랜지	B	010100	한국무브넥스	high	agent1
현대에너지솔루션	B	322000	HD현대에너지솔루션	high	agent1
화성산업	B	002460	HS화성	high	agent1
휘닉스소재	B	050090	비케이홀딩스	mid	agent1
줌인터넷	?	239340	줌인터넷	mid	agent2
넥스턴바이오	?	089140	넥스턴바이오사이언스	mid	agent2
백광산업	?	001340	백광산업	mid	agent2
티플렉스	A	081150	티플랙스	high	agent2
WI	?			low	agent2
넥슨지티	C	041140	넥슨게임즈합병소멸	high	agent2
미코바이오메드	B	214610	더바이오메드	high	agent2
알로이스	?	297570	알로이스	mid	agent2
인트로메딕	C	150840		high	agent2
피에이치씨	C	057880	푸른소나무상폐	high	agent2
가온미디어	?	078890	가온미디어	mid	agent2
까스텔바작	B	308100	형지글로벌	high	agent2
대유	C	290380		high	agent2
디딤	B	217620	선샤인푸드	high	agent2
룽투코리아	B	060240	스타코링크	high	agent2
맥스트	B	377030	비트맥스	high	agent2
센트랄모텍	B	308170	씨티알모빌리티	high	agent2
슈어소프트	A	298830	슈어소프트테크	high	agent2
와이제이엠게임즈	B	193250	링크드	high	agent2
카나리아바이오	B	016790	현대사료	high	agent2
태경케미칼	A	006890	태경케미컬	high	agent2
한송네오텍	?	226440	한송네오텍	mid	agent2
HLB테라퓨스	A	115450	HLB테라퓨틱스	high	agent2
KG동부제철	B	016380	KG스틸	high	agent2
KMH하이텍	?	052900	KMH하이텍	mid	agent2
LG헬로지번	A	037560	LG헬로비전	high	agent2
SG충방	?	001380	SG충방	mid	agent2
SV.인베스트먼트	A	289080	SV인베스트먼트	high	agent2
강스템바이오	A	217730	강스템바이오텍	high	agent2
고려시멘트	?	198440	고려시멘트	mid	agent2
나라엠엔디	A	051490	나라엠앤디	high	agent2
대성엘텍	B	025440	DH오토웨어	low	agent2
동성화이텍	A	033500	동성화인텍	high	agent2
레고켐바이오	B	141080	리가켐바이오	high	agent2
리더스 기슬투자	A		리더스기술투자	low	agent2
모바일어플라이어스	A	087260	모바일어플라이언스	high	agent2
바이오톡스	A	086040	바이오톡스텍	high	agent2
서플러스그로벌	A		서플러스글로벌	mid	agent2
에치에프	A		에치에프알	mid	agent2
오스템임플란트	C	048260	자진상폐2023	high	agent2
위너스제약	A		위더스제약	mid	agent2
