줌인터넷	?	239340	줌인터넷	mid	agent2
넥스턴바이오	?	089140	넥스턴바이오사이언스	mid	agent2
백광산업	?	001340	백광산업	mid	agent2
티플렉스	A	081150	티플랙스	high	agent2
WI	?			low	agent2
넥슨지티	C	041140	넥슨게임즈합병소멸	high	agent2
미코바이오메드	B	214610	더바이오메드	high	agent2
알로이스	?	297570	알로이스	mid	agent2
인트로메딕	C	150840		high	agent2
피에이치씨	C	057880	푸른소나무상폐	high	agent2
가온미디어	?	078890	가온미디어	mid	agent2
까스텔바작	B	308100	형지글로벌	high	agent2
대유	C	290380		high	agent2
디딤	B	217620	선샤인푸드	high	agent2
룽투코리아	B	060240	스타코링크	high	agent2
맥스트	B	377030	비트맥스	high	agent2
센트랄모텍	B	308170	씨티알모빌리티	high	agent2
슈어소프트	A	298830	슈어소프트테크	high	agent2
와이제이엠게임즈	B	193250	링크드	high	agent2
카나리아바이오	B	016790	현대사료	high	agent2
태경케미칼	A	006890	태경케미컬	high	agent2
한송네오텍	?	226440	한송네오텍	mid	agent2
HLB테라퓨스	A	115450	HLB테라퓨틱스	high	agent2
KG동부제철	B	016380	KG스틸	high	agent2
KMH하이텍	?	052900	KMH하이텍	mid	agent2
LG헬로지번	A	037560	LG헬로비전	high	agent2
SG충방	?	001380	SG충방	mid	agent2
SV.인베스트먼트	A	289080	SV인베스트먼트	high	agent2
강스템바이오	A	217730	강스템바이오텍	high	agent2
고려시멘트	?	198440	고려시멘트	mid	agent2
나라엠엔디	A	051490	나라엠앤디	high	agent2
대성엘텍	B	025440	DH오토웨어	low	agent2
동성화이텍	A	033500	동성화인텍	high	agent2
레고켐바이오	B	141080	리가켐바이오	high	agent2
리더스 기슬투자	A		리더스기술투자	low	agent2
모바일어플라이어스	A	087260	모바일어플라이언스	high	agent2
바이오톡스	A	086040	바이오톡스텍	high	agent2
서플러스그로벌	A		서플러스글로벌	mid	agent2
에치에프	A		에치에프알	mid	agent2
오스템임플란트	C	048260	자진상폐2023	high	agent2
위너스제약	A		위더스제약	mid	agent2
자이언스텝	A	289220	자이언트스텝	high	agent2
제노포커스	B	187420	HLB제넥스	high	agent2
청담러닝	B	096240	크레버스	high	agent2
코리아센터	?	290510		low	agent2
하이트론	B	019490	엑시큐어하이트론	mid	agent2
한라	B	014790	HLD&I	high	agent2
화승알엔에이	A		화승알앤에이	mid	agent2
흥아해훈	A	003280	흥아해운	high	agent2
