acct_id,strategy,code,first_date,n_fills,n_adds,fill_dates,fill_tiers,avg_price_path,final_avg_price,qty,notional_won,exit_status,exit_reason,exit_date,exit_price,ret_pct,hold_days,pnl_won,hold_clock_reset_diff,avg_flip,flags
B2-0115,daytrading_3methods_breakout,035460,2026-09-17,1,0,2026-09-17,main,2570,2570,389,999730,open,open,2026-09-23,2450,-4.67,4,-46680,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0116,daytrading_3methods_breakout,036220,2026-09-16,1,0,2026-09-16,main,7100,7100,140,994000,closed,sl,2026-09-23,6390,-10.00,5,-99400,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0117,daytrading_3methods_breakout,039560,2026-09-17,1,0,2026-09-17,main,2600,2600,384,998400,open,open,2026-09-23,2515,-3.27,4,-32640,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0118,daytrading_3methods_breakout,042370,2026-09-18,1,0,2026-09-18,main,11450,11450,87,996150,open,open,2026-09-23,10650,-6.99,3,-69600,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0119,daytrading_3methods_breakout,051160,2026-09-18,1,0,2026-09-18,main,11750,11750,85,998750,open,open,2026-09-23,12040,+2.47,3,24650,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0120,daytrading_3methods_breakout,053050,2026-09-11,1,0,2026-09-11,main,2126.95,2126.95,470,999667,closed,sl,2026-09-16,1914.26,-10.00,3,-99967,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0121,daytrading_3methods_breakout,053260,2026-09-10,1,0,2026-09-10,main,7870,7870,127,999490,closed,tp,2026-09-10,8657,+10.00,0,99949,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0122,daytrading_3methods_breakout,053300,2026-09-16,1,0,2026-09-16,main,5500,5500,181,995500,open,open,2026-09-23,5060,-8.00,5,-79640,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0123,daytrading_3methods_breakout,054920,2026-09-16,1,0,2026-09-16,main,5386.9,5386.9,185,996577,closed,sl,2026-09-22,4848.21,-10.00,4,-99658,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0124,daytrading_3methods_breakout,060570,2026-09-14,1,0,2026-09-14,main,4870,4870,205,998350,open,open,2026-09-23,4900,+0.62,7,6150,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0125,daytrading_3methods_breakout,062970,2026-09-16,1,0,2026-09-16,main,3460.8,3460.8,288,996710,closed,sl,2026-09-17,3114.72,-10.00,1,-99671,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0126,daytrading_3methods_breakout,069540,2026-09-10,1,0,2026-09-10,main,3870,3870,258,998460,closed,tp,2026-09-14,4257,+10.00,2,99846,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0127,daytrading_3methods_breakout,071200,2026-09-16,1,0,2026-09-16,main,12500,12500,80,1000000,closed,tp,2026-09-17,13750,+10.00,1,100000,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0128,daytrading_3methods_breakout,072950,2026-09-15,1,0,2026-09-15,main,11260,11260,88,990880,closed,tp,2026-09-16,12386,+10.00,1,99088,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0129,daytrading_3methods_breakout,072950,2026-09-17,1,0,2026-09-17,main,13935.9,13935.9,71,989449,closed,tp,2026-09-18,15329.49,+10.00,1,98945,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0130,daytrading_3methods_breakout,072990,2026-09-18,1,0,2026-09-18,main,3225,3225,310,999750,open,open,2026-09-23,3095,-4.03,3,-40300,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0131,daytrading_3methods_breakout,073010,2026-09-11,1,0,2026-09-11,main,3335,3335,299,997165,closed,tp,2026-09-11,3668.5,+10.00,0,99717,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0132,daytrading_3methods_breakout,080160,2026-09-15,1,0,2026-09-15,main,9870,9870,101,996870,closed,sl,2026-09-21,8883,-10.00,4,-99687,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0133,daytrading_3methods_breakout,088280,2026-09-10,1,0,2026-09-10,main,2850,2850,350,997500,closed,sl,2026-09-14,2565,-10.00,2,-99750,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0134,daytrading_3methods_breakout,100590,2026-09-10,1,0,2026-09-10,main,4485.65,4485.65,222,995814,closed,tp,2026-09-11,4970,+10.80,1,107526,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · gap_tp_open
B2-0135,daytrading_3methods_breakout,100590,2026-09-11,1,0,2026-09-11,main,4970,4970,201,998970,closed,sl,2026-09-15,4473,-10.00,2,-99897,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0136,daytrading_3methods_breakout,104620,2026-09-15,1,0,2026-09-15,main,3270,3270,305,997350,open,open,2026-09-23,3100,-5.20,6,-51850,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0137,daytrading_3methods_breakout,115440,2026-09-10,1,0,2026-09-10,main,8370,8370,119,996030,closed,tp,2026-09-11,9207,+10.00,1,99603,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0138,daytrading_3methods_breakout,115500,2026-09-14,1,0,2026-09-14,main,10248.5,10248.5,97,994104,closed,tp,2026-09-16,11273.35,+10.00,2,99410,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0139,daytrading_3methods_breakout,117580,2026-09-11,1,0,2026-09-11,main,7735.3,7735.3,129,997854,open,open,2026-09-23,7040,-8.99,8,-89694,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0140,daytrading_3methods_breakout,125210,2026-09-17,1,0,2026-09-17,main,6100,6100,163,994300,open,open,2026-09-23,6120,+0.33,4,3260,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0141,daytrading_3methods_breakout,126600,2026-09-10,1,0,2026-09-10,main,3115,3115,321,999915,open,open,2026-09-23,3000,-3.69,9,-36915,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0142,daytrading_3methods_breakout,150900,2026-09-15,1,0,2026-09-15,main,4392.95,4392.95,227,997200,closed,sl,2026-09-22,3953.65,-10.00,5,-99720,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0143,daytrading_3methods_breakout,158430,2026-09-16,1,0,2026-09-16,main,6390,6390,156,996840,closed,sl,2026-09-16,5751,-10.00,0,-99684,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0144,daytrading_3methods_breakout,162300,2026-09-10,1,0,2026-09-10,main,2635,2635,379,998665,closed,sl,2026-09-21,2371.5,-10.00,7,-99866,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0145,daytrading_3methods_breakout,184230,2026-09-15,1,0,2026-09-15,main,2374.15,2374.15,421,999517,closed,sl,2026-09-17,2136.74,-10.00,2,-99952,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0146,daytrading_3methods_breakout,201490,2026-09-18,1,0,2026-09-18,main,4465,4465,223,995695,closed,sl,2026-09-21,4018.5,-10.00,1,-99570,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0147,daytrading_3methods_breakout,209640,2026-09-18,1,0,2026-09-18,main,3820,3820,261,997020,closed,tp,2026-09-23,4202,+10.00,3,99702,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0148,daytrading_3methods_breakout,234030,2026-09-18,1,0,2026-09-18,main,3425,3425,291,996675,closed,tp,2026-09-22,3767.5,+10.00,2,99668,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0149,daytrading_3methods_breakout,263860,2026-09-15,1,0,2026-09-15,main,19982,19982,50,999100,closed,tp,2026-09-16,21980.2,+10.00,1,99910,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0150,daytrading_3methods_breakout,274090,2026-09-18,1,0,2026-09-18,main,11530,11530,86,991580,closed,tp,2026-09-18,12683,+10.00,0,99158,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0151,daytrading_3methods_breakout,288180,2026-09-18,1,0,2026-09-18,main,8170,8170,122,996740,closed,sl,2026-09-23,7353,-10.00,3,-99674,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0152,daytrading_3methods_breakout,352940,2026-09-14,1,0,2026-09-14,main,2235,2235,447,999045,open,open,2026-09-23,2160,-3.36,7,-33525,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0153,daytrading_3methods_breakout,356680,2026-09-14,1,0,2026-09-14,main,16541.8,16541.8,60,992508,closed,tp,2026-09-15,18195.98,+10.00,1,99251,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0154,daytrading_3methods_breakout,356890,2026-09-14,1,0,2026-09-14,main,2662.55,2662.55,375,998456,open,open,2026-09-23,2545,-4.41,7,-44081,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0155,daytrading_3methods_breakout,357580,2026-09-17,1,0,2026-09-17,main,6633.2,6633.2,150,994980,closed,tp,2026-09-22,7296.52,+10.00,3,99498,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0156,daytrading_3methods_breakout,372910,2026-09-16,1,0,2026-09-16,main,2015,2015,496,999440,closed,tp,2026-09-17,2216.5,+10.00,1,99944,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0157,daytrading_3methods_breakout,391710,2026-09-16,1,0,2026-09-16,main,1417,1417,705,998985,closed,sl,2026-09-21,1275.3,-10.00,3,-99899,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0158,daytrading_3methods_breakout,396270,2026-09-18,1,0,2026-09-18,main,2440,2440,409,997960,open,open,2026-09-23,2275,-6.76,3,-67485,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0159,daytrading_3methods_breakout,406820,2026-09-17,1,0,2026-09-17,main,2540,2540,393,998220,closed,sl,2026-09-17,2286,-10.00,0,-99822,n/a(추가매수 없음),n/a(추가매수 없음),sl_tp_same_bar(손절 우선)
B2-0160,daytrading_3methods_breakout,411080,2026-09-15,1,0,2026-09-15,main,7107,7107,140,994980,closed,tp,2026-09-16,7817.7,+10.00,1,99498,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0161,daytrading_3methods_breakout,417860,2026-09-16,1,0,2026-09-16,main,7450,7450,134,998300,open,open,2026-09-23,7000,-6.04,5,-60300,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0162,daytrading_3methods_breakout,431190,2026-09-14,1,0,2026-09-14,main,3805,3805,262,996910,closed,sl,2026-09-16,3424.5,-10.00,2,-99691,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0163,daytrading_3methods_breakout,446540,2026-09-14,1,0,2026-09-14,main,8390,8390,119,998410,closed,tp,2026-09-14,9229,+10.00,0,99841,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0164,daytrading_3methods_breakout,452280,2026-09-17,1,0,2026-09-17,main,13380,13380,74,990120,open,open,2026-09-23,13360,-0.15,4,-1480,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0165,daytrading_3methods_breakout,452450,2026-09-11,1,0,2026-09-11,main,4875,4875,205,999375,closed,tp,2026-09-11,5362.5,+10.00,0,99938,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0166,daytrading_3methods_breakout,478340,2026-09-18,1,0,2026-09-18,main,14265.5,14265.5,70,998585,closed,sl,2026-09-22,12838.95,-10.00,2,-99858,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0167,daytrading_3methods_breakout,480370,2026-09-15,1,0,2026-09-15,main,1926,1926,519,999594,closed,sl,2026-09-16,1733.4,-10.00,1,-99959,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0168,elder_ema_pullback,000150,2026-09-16,2,1,"2026-09-16,2026-09-17","main,main",1320000→1372980,1372980,2,2745960,open,open,2026-09-23,1512000,+10.13,5,278040,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-17 · mark_to_market(마지막 종가)
B2-0169,elder_ema_pullback,000810,2026-09-15,1,0,2026-09-15,main,678000,678000,1,678000,open,open,2026-09-23,648000,-4.42,6,-30000,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0170,elder_ema_pullback,003670,2026-09-10,1,0,2026-09-10,main,192500,192500,5,962500,open,open,2026-09-23,179900,-6.55,9,-63000,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0171,elder_ema_pullback,005830,2026-09-15,1,0,2026-09-15,main,194100,194100,5,970500,open,open,2026-09-23,184600,-4.89,6,-47500,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0172,elder_ema_pullback,005935,2026-09-10,1,0,2026-09-10,main,200500,200500,4,802000,closed,sl,2026-09-14,184460,-8.00,2,-64160,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0173,elder_ema_pullback,005935,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",196500→198250,198250,10,1982500,open,open,2026-09-23,220000,+10.97,4,217500,same,same,mark_to_market(마지막 종가)
B2-0174,elder_ema_pullback,010950,2026-09-18,1,0,2026-09-18,main,153600,153600,6,921600,open,open,2026-09-23,155600,+1.30,3,12000,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0175,elder_ema_pullback,012450,2026-09-18,1,0,2026-09-18,main,1116000,1116000,1,1116000,closed,trend_flip,2026-09-22,1069000,-4.21,2,-47000,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0176,elder_ema_pullback,036930,2026-09-17,1,0,2026-09-17,main,204500,204500,4,818000,open,open,2026-09-23,209500,+2.44,4,20000,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0177,elder_ema_pullback,039030,2026-09-16,2,1,"2026-09-16,2026-09-17","main,main",462000→467000,467000,4,1868000,open,open,2026-09-23,481500,+3.10,5,58000,same,same,entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0178,elder_ema_pullback,051900,2026-09-15,2,1,"2026-09-15,2026-09-17","main,main",302500→304750,304750,6,1828500,open,open,2026-09-23,292500,-4.02,6,-73500,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-17 · mark_to_market(마지막 종가)
B2-0179,elder_ema_pullback,062040,2026-09-17,1,0,2026-09-17,main,201000,201000,4,804000,closed,trend_flip,2026-09-18,205000,+1.99,1,16000,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0180,elder_ema_pullback,064760,2026-09-15,2,1,"2026-09-15,2026-09-17","main,main",268500→270000,270000,6,1620000,open,open,2026-09-23,286000,+5.93,6,96000,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-17 · mark_to_market(마지막 종가)
B2-0181,elder_ema_pullback,066570,2026-09-10,1,0,2026-09-10,main,208000,208000,4,832000,closed,trend_flip,2026-09-18,202000,-2.88,6,-24000,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0182,elder_ema_pullback,086280,2026-09-18,1,0,2026-09-18,main,208500,208500,4,834000,closed,trend_flip,2026-09-21,203000,-2.64,1,-22000,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0183,elder_ema_pullback,095340,2026-09-15,1,0,2026-09-15,main,186800,186800,5,934000,open,open,2026-09-23,212500,+13.76,6,128500,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0184,elder_ema_pullback,128940,2026-09-15,2,1,"2026-09-15,2026-09-16","main,main",485500→493000,493000,3,1479000,open,open,2026-09-23,520000,+5.48,6,81000,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-16 · mark_to_market(마지막 종가)
B2-0185,elder_ema_pullback,192820,2026-09-15,3,2,"2026-09-15,2026-09-16,2026-09-17","main,main,main",282500→283750→284500,284500,9,2560500,closed,sl,2026-09-23,261740,-8.00,6,-204840,same,reason:open→sl,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-16 · add_day_touch_skipped(band_touch 추가매수):2026-09-17
B2-0186,elder_ema_pullback,373220,2026-09-16,1,0,2026-09-16,main,372000,372000,2,744000,closed,trend_flip,2026-09-23,353500,-4.97,5,-37000,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0187,elder_ema_pullback,443060,2026-09-10,2,1,"2026-09-10,2026-09-16","main,main",222000→229500,229500,8,1836000,open,open,2026-09-23,239000,+4.14,9,76000,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-16 · mark_to_market(마지막 종가)
B2-0188,minervini_volume_dryup,001450,2026-09-16,2,1,"2026-09-16,2026-09-18","main,main",49000→49300,49300,40,1972000,open,open,2026-09-23,47550,-3.55,5,-70000,same,same,mark_to_market(마지막 종가)
B2-0189,minervini_volume_dryup,002990,2026-09-14,5,4,"2026-09-14,2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main,main",13940→13710.34→13635.89→13639.42→13601.12,13601.12,366,4978010,open,open,2026-09-23,13010,-4.35,7,-216350,same,same,mark_to_market(마지막 종가)
B2-0190,minervini_volume_dryup,005090,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",54000→54250,54250,36,1953000,closed,sl,2026-09-23,49910,-8.00,4,-156240,same,same,
B2-0191,minervini_volume_dryup,006340,2026-09-11,1,0,2026-09-11,main,13350,13350,74,987900,open,open,2026-09-23,13490,+1.05,8,10360,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0192,minervini_volume_dryup,006360,2026-09-10,1,0,2026-09-10,main,35100,35100,28,982800,closed,tp,2026-09-11,39312,+12.00,1,117936,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0193,minervini_volume_dryup,006360,2026-09-11,6,5,"2026-09-11,2026-09-14,2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main,main,main",38367.5→37883.75→37410.82→37494.81→37362.92→37301.29,37301.29,159,5930905,closed,sl,2026-09-23,34317.19,-8.00,8,-474472,same,same,add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-14
B2-0194,minervini_volume_dryup,007340,2026-09-18,1,0,2026-09-18,main,48300,48300,20,966000,open,open,2026-09-23,47900,-0.83,3,-8000,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0195,minervini_volume_dryup,041830,2026-09-16,2,1,"2026-09-16,2026-09-18","main,main",58600→58500,58500,34,1989000,closed,sl,2026-09-22,53820,-8.00,4,-159120,same,same,
B2-0196,minervini_volume_dryup,073240,2026-09-10,7,6,"2026-09-10,2026-09-11,2026-09-14,2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main,main,main,main",7090→7293.87→7262.43→7221.23→7194.53→7166.55→7167.04,7167.04,974,6980700,closed,sl,2026-09-23,6593.68,-8.00,9,-558456,same,same,add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-11 · add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-14
B2-0197,minervini_volume_dryup,089860,2026-09-16,3,2,"2026-09-16,2026-09-17,2026-09-18","main,main,main",47750→47725→47900,47900,60,2874000,open,open,2026-09-23,49650,+3.65,5,105000,same,same,mark_to_market(마지막 종가)
B2-0198,minervini_volume_dryup,090430,2026-09-15,4,3,"2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main",144200→143850→144566.67→144600,144600,24,3470400,open,open,2026-09-23,142500,-1.45,6,-50400,same,same,mark_to_market(마지막 종가)
B2-0199,minervini_volume_dryup,093320,2026-09-10,1,0,2026-09-10,main,143100,143100,6,858600,closed,sl,2026-09-23,131652,-8.00,9,-68688,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0200,minervini_volume_dryup,098120,2026-09-10,1,0,2026-09-10,main,47450,47450,21,996450,closed,tp,2026-09-11,53144,+12.00,1,119574,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0201,minervini_volume_dryup,098120,2026-09-11,1,0,2026-09-11,main,52530,52530,19,998070,closed,sl,2026-09-14,48327.6,-8.00,1,-79846,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0202,minervini_volume_dryup,119850,2026-09-10,1,0,2026-09-10,main,47800,47800,20,956000,closed,tp,2026-09-11,53536,+12.00,1,114720,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0203,minervini_volume_dryup,119850,2026-09-11,4,3,"2026-09-11,2026-09-14,2026-09-15,2026-09-16","main,main,main,main",51000→50700→50200→49815.38,49815.38,78,3885600,closed,tp,2026-09-18,55793.23,+12.00,5,466272,same,date_only,add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-14
B2-0204,minervini_volume_dryup,282330,2026-09-15,3,2,"2026-09-15,2026-09-16,2026-09-17","main,main,main",146600→145050→143926.32,143926.32,19,2734600,closed,sl,2026-09-23,132412.21,-8.00,6,-218768,same,date_only,
B2-0205,minervini_volume_dryup,317400,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",10360→10233.71,10233.71,194,1985340,open,open,2026-09-23,9780,-4.43,4,-88020,same,reason:sl→open,mark_to_market(마지막 종가)
B2-0206,rs_leader,00088K,2026-09-15,2,1,"2026-09-15,2026-09-18","main,main",42300→42425,42425,46,1951550,closed,sl,2026-09-21,39031,-8.00,4,-156124,same,same,
B2-0207,rs_leader,001210,2026-09-10,2,1,"2026-09-10,2026-09-11","main,main",12070→11839.64,11839.64,168,1989060,closed,sl,2026-09-14,10892.47,-8.00,2,-159125,same,same,add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-11 · sl_tp_same_bar(손절 우선)
B2-0208,rs_leader,001210,2026-09-14,1,0,2026-09-14,main,11900,11900,84,999600,closed,sl,2026-09-14,10948,-8.00,0,-79968,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0209,rs_leader,001210,2026-09-15,2,1,"2026-09-15,2026-09-16","main,main",11093.1→11108.46,11108.46,179,1988415,closed,ma_break,2026-09-18,10730,-3.41,3,-67745,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-16
B2-0210,rs_leader,001290,2026-09-10,1,0,2026-09-10,main,4435,4435,225,997875,closed,sl,2026-09-10,4080.2,-8.00,0,-79830,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0211,rs_leader,002780,2026-09-10,1,0,2026-09-10,main,7260,7260,137,994620,open,open,2026-09-23,6740,-7.16,9,-71240,n/a(추가매수 없음),n/a(추가매수 없음),mark_to_market(마지막 종가)
B2-0212,rs_leader,017900,2026-09-15,4,3,"2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main",10578.1→10538.84→10615.77→10529.61,10529.61,378,3980191,closed,tp,2026-09-21,12109.05,+15.00,4,597029,same,same,entry_day_touch_skipped(진입 시각 불명) · add_day_touch_skipped(band_touch 추가매수):2026-09-17
B2-0213,rs_leader,020120,2026-09-15,4,3,"2026-09-15,2026-09-16,2026-09-17,2026-09-18","main,main,main,main",8990→8894.15→8892.77→8979.66,8979.66,444,3986970,closed,sl,2026-09-21,8261.29,-8.00,4,-318958,same,same,
B2-0214,rs_leader,024840,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",5580→5759.14,5759.14,347,1998420,closed,tp,2026-09-18,6623.01,+15.00,1,299763,same,same,
B2-0215,rs_leader,024850,2026-09-10,1,0,2026-09-10,main,14800,14800,67,991600,closed,tp,2026-09-11,17020,+15.00,1,148740,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0216,rs_leader,024850,2026-09-15,2,1,"2026-09-15,2026-09-16","main,main",15650→15700,15700,126,1978200,closed,ma_break,2026-09-18,15070,-4.01,3,-79380,same,same,
B2-0217,rs_leader,034940,2026-09-16,1,0,2026-09-16,main,2825,2825,353,997225,closed,ma_break,2026-09-23,2695,-4.60,5,-45890,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0218,rs_leader,036930,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",203000→206500,206500,8,1652000,open,open,2026-09-23,209500,+1.45,4,24000,same,same,mark_to_market(마지막 종가)
B2-0219,rs_leader,046970,2026-09-14,1,0,2026-09-14,main,6910,6910,144,995040,closed,tp,2026-09-14,7946.5,+15.00,0,149256,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0220,rs_leader,049080,2026-09-10,4,3,"2026-09-10,2026-09-14,2026-09-15,2026-09-16","main,main,main,main",8670→8527.61→8626.08→8627.06,8627.06,462,3985700,closed,tp,2026-09-16,9921.11,+15.00,4,597855,same,same,add_after_lift(그날 청산 판정은 기존 평단으로 먼저):2026-09-14
B2-0221,rs_leader,060230,2026-09-10,1,0,2026-09-10,main,1326,1326,754,999804,closed,sl,2026-09-14,1219.92,-8.00,2,-79984,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0222,rs_leader,060570,2026-09-14,1,0,2026-09-14,main,4940,4940,202,997880,open,open,2026-09-23,4900,-0.81,7,-8080,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명) · mark_to_market(마지막 종가)
B2-0223,rs_leader,064290,2026-09-17,1,0,2026-09-17,main,50100,50100,19,951900,closed,sl,2026-09-17,46092,-8.00,0,-76152,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0224,rs_leader,064290,2026-09-18,1,0,2026-09-18,main,49697.5,49697.5,20,993950,closed,tp,2026-09-22,57152.12,+15.00,2,149092,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0225,rs_leader,067390,2026-09-14,1,0,2026-09-14,main,6380,6380,156,995280,closed,sl,2026-09-15,5869.6,-8.00,1,-79622,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0226,rs_leader,069540,2026-09-11,1,0,2026-09-11,main,3855,3855,259,998445,closed,tp,2026-09-14,4433.25,+15.00,1,149767,n/a(추가매수 없음),n/a(추가매수 없음),entry_day_touch_skipped(진입 시각 불명)
B2-0227,rs_leader,071200,2026-09-18,1,0,2026-09-18,main,13700,13700,72,986400,closed,sl,2026-09-18,12604,-8.00,0,-78912,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0228,rs_leader,079650,2026-09-10,1,0,2026-09-10,main,7830,7830,127,994410,closed,sl,2026-09-11,7203.6,-8.00,1,-79553,n/a(추가매수 없음),n/a(추가매수 없음),
